unit_id,true_rul_at_end,failure_cycle,alarm_cycle,lead_time_cycles,alarm_fired,detected_early,needs_maintenance
96,49.0,189.0,98.0,91.0,True,True,False
97,31.0,244.0,132.0,112.0,True,True,False
98,97.0,210.0,,,False,False,False
99,9.0,172.0,131.0,41.0,True,True,True
100,14.0,163.0,114.0,49.0,True,True,True
101,106.0,144.0,,,False,False,False
102,8.0,130.0,95.0,35.0,True,True,True
103,8.0,194.0,147.0,47.0,True,True,True
104,106.0,247.0,,,False,False,False
105,116.0,177.0,,,False,False,False
106,120.0,192.0,,,False,False,False
107,61.0,193.0,120.0,73.0,True,True,False
108,125.0,299.0,,,False,False,False
109,35.0,179.0,135.0,44.0,True,True,False
110,80.0,299.0,,,False,False,False
111,9.0,140.0,108.0,32.0,True,True,True
112,50.0,159.0,,,False,False,False
113,125.0,170.0,,,False,False,False
114,78.0,231.0,,,False,False,False
115,91.0,301.0,207.0,94.0,True,True,False
116,7.0,178.0,110.0,68.0,True,True,True
117,125.0,180.0,,,False,False,False
118,125.0,222.0,,,False,False,False
119,106.0,308.0,,,False,False,False
120,15.0,175.0,137.0,38.0,True,True,True
121,67.0,126.0,,,False,False,False
122,125.0,154.0,,,False,False,False
123,125.0,186.0,,,False,False,False
124,7.0,156.0,116.0,40.0,True,True,True
125,125.0,204.0,,,False,False,False
126,124.0,223.0,,,False,False,False
127,82.0,208.0,,,False,False,False
128,108.0,218.0,,,False,False,False
129,79.0,297.0,,,False,False,False
130,121.0,262.0,,,False,False,False
131,120.0,193.0,,,False,False,False
132,39.0,161.0,116.0,45.0,True,True,False
133,38.0,224.0,162.0,62.0,True,True,False
134,9.0,195.0,138.0,57.0,True,True,True
135,125.0,245.0,,,False,False,False
136,87.0,164.0,,,False,False,False
137,88.0,314.0,,,False,False,False
138,7.0,207.0,144.0,63.0,True,True,True
139,51.0,167.0,114.0,53.0,True,True,False
140,55.0,361.0,279.0,82.0,True,True,False
141,125.0,194.0,,,False,False,False
142,47.0,210.0,132.0,78.0,True,True,False
143,81.0,307.0,,,False,False,False
144,43.0,186.0,140.0,46.0,True,True,False
145,98.0,240.0,,,False,False,False
146,10.0,154.0,120.0,34.0,True,True,True
147,92.0,170.0,,,False,False,False
148,11.0,168.0,121.0,47.0,True,True,True
149,125.0,195.0,,,False,False,False
150,34.0,230.0,175.0,55.0,True,True,False
151,115.0,256.0,,,False,False,False
152,59.0,149.0,,,False,False,False
153,99.0,245.0,,,False,False,False
154,103.0,161.0,,,False,False,False
155,108.0,180.0,,,False,False,False
156,83.0,158.0,,,False,False,False
157,125.0,286.0,,,False,False,False
158,15.0,186.0,132.0,54.0,True,True,True
159,9.0,196.0,125.0,71.0,True,True,True
160,42.0,166.0,110.0,56.0,True,True,False
161,13.0,187.0,133.0,54.0,True,True,True
162,41.0,226.0,176.0,50.0,True,True,False
163,88.0,232.0,,,False,False,False
164,14.0,213.0,164.0,49.0,True,True,True
165,125.0,160.0,,,False,False,False
166,125.0,222.0,,,False,False,False
167,96.0,174.0,,,False,False,False
168,82.0,189.0,,,False,False,False
169,125.0,205.0,,,False,False,False
170,125.0,210.0,,,False,False,False
171,36.0,279.0,203.0,76.0,True,True,False
172,107.0,235.0,,,False,False,False
173,14.0,131.0,87.0,44.0,True,True,True
174,95.0,146.0,,,False,False,False
175,125.0,208.0,,,False,False,False
176,23.0,223.0,175.0,48.0,True,True,True
177,6.0,197.0,141.0,56.0,True,True,True
178,125.0,179.0,,,False,False,False
179,35.0,191.0,136.0,55.0,True,True,False
180,97.0,251.0,,,False,False,False
181,68.0,267.0,193.0,74.0,True,True,False
182,14.0,148.0,97.0,51.0,True,True,True
183,67.0,217.0,,,False,False,False
184,125.0,189.0,,,False,False,False
185,19.0,273.0,200.0,73.0,True,True,True
186,10.0,176.0,136.0,40.0,True,True,True
187,125.0,209.0,,,False,False,False
188,125.0,211.0,,,False,False,False
189,43.0,221.0,171.0,50.0,True,True,False
190,12.0,170.0,111.0,59.0,True,True,True
191,125.0,220.0,,,False,False,False
192,13.0,174.0,125.0,49.0,True,True,True
193,37.0,282.0,178.0,104.0,True,True,False
194,122.0,172.0,,,False,False,False
195,80.0,342.0,,,False,False,False
196,93.0,202.0,,,False,False,False
197,125.0,184.0,,,False,False,False
198,32.0,152.0,117.0,35.0,True,True,False
199,103.0,220.0,,,False,False,False
200,125.0,185.0,,,False,False,False
201,111.0,136.0,,,False,False,False
202,68.0,192.0,,,False,False,False
203,125.0,240.0,,,False,False,False
204,121.0,162.0,,,False,False,False
205,125.0,156.0,,,False,False,False
206,48.0,210.0,158.0,52.0,True,True,False
207,85.0,226.0,,,False,False,False
208,8.0,174.0,131.0,43.0,True,True,True
209,23.0,154.0,119.0,35.0,True,True,True
210,8.0,190.0,136.0,54.0,True,True,True
211,6.0,161.0,128.0,33.0,True,True,True
212,57.0,244.0,,,False,False,False
213,83.0,242.0,,,False,False,False
214,125.0,200.0,,,False,False,False
215,101.0,172.0,,,False,False,False
216,81.0,181.0,,,False,False,False
217,86.0,135.0,,,False,False,False
218,125.0,158.0,,,False,False,False
219,73.0,234.0,,,False,False,False
220,121.0,175.0,,,False,False,False
221,125.0,180.0,,,False,False,False
222,75.0,255.0,172.0,83.0,True,True,False
223,125.0,154.0,,,False,False,False
224,125.0,168.0,,,False,False,False
225,11.0,177.0,110.0,67.0,True,True,True
226,108.0,273.0,,,False,False,False
227,14.0,194.0,108.0,86.0,True,True,True
228,125.0,169.0,,,False,False,False
229,61.0,170.0,,,False,False,False
230,85.0,210.0,,,False,False,False
231,8.0,195.0,134.0,61.0,True,True,True
232,101.0,260.0,,,False,False,False
233,125.0,165.0,,,False,False,False
234,89.0,236.0,,,False,False,False
235,125.0,227.0,,,False,False,False
236,12.0,286.0,220.0,66.0,True,True,True
237,62.0,297.0,205.0,92.0,True,True,False
238,125.0,219.0,,,False,False,False
239,101.0,207.0,,,False,False,False
240,121.0,171.0,,,False,False,False
241,125.0,169.0,,,False,False,False
242,17.0,211.0,133.0,78.0,True,True,True
243,125.0,165.0,,,False,False,False
244,125.0,174.0,,,False,False,False
245,16.0,281.0,207.0,74.0,True,True,True
246,125.0,205.0,,,False,False,False
247,125.0,212.0,,,False,False,False
248,56.0,218.0,156.0,62.0,True,True,False
249,111.0,147.0,,,False,False,False
250,23.0,257.0,166.0,91.0,True,True,True
251,84.0,148.0,,,False,False,False
252,12.0,261.0,189.0,72.0,True,True,True
253,43.0,182.0,112.0,70.0,True,True,False
254,48.0,179.0,118.0,61.0,True,True,False
255,122.0,272.0,,,False,False,False
256,125.0,184.0,,,False,False,False
257,56.0,255.0,187.0,68.0,True,True,False
258,125.0,223.0,,,False,False,False
259,51.0,174.0,,,False,False,False
1,44.0,277.0,226.0,51.0,True,True,False
2,51.0,175.0,,,False,False,False
3,27.0,261.0,203.0,58.0,True,True,True
4,120.0,188.0,,,False,False,False
5,101.0,239.0,,,False,False,False
6,99.0,163.0,,,False,False,False
7,71.0,229.0,151.0,78.0,True,True,False
8,55.0,247.0,163.0,84.0,True,True,False
9,55.0,293.0,,,False,False,False
10,66.0,197.0,,,False,False,False
11,77.0,180.0,,,False,False,False
12,115.0,261.0,,,False,False,False
13,115.0,180.0,,,False,False,False
14,31.0,200.0,140.0,60.0,True,True,False
15,108.0,220.0,,,False,False,False
16,56.0,182.0,,,False,False,False
17,125.0,355.0,,,False,False,False
18,125.0,369.0,,,False,False,False
19,85.0,200.0,,,False,False,False
20,56.0,263.0,,,False,False,False
21,18.0,281.0,224.0,57.0,True,True,True
22,119.0,238.0,,,False,False,False
23,78.0,483.0,,,False,False,False
24,9.0,484.0,423.0,61.0,True,True,True
25,58.0,227.0,,,False,False,False
26,11.0,141.0,98.0,43.0,True,True,True
27,88.0,192.0,,,False,False,False
28,125.0,195.0,,,False,False,False
29,124.0,213.0,,,False,False,False
30,89.0,422.0,,,False,False,False
31,79.0,231.0,,,False,False,False
32,55.0,175.0,119.0,56.0,True,True,False
33,71.0,251.0,,,False,False,False
34,65.0,170.0,,,False,False,False
35,87.0,231.0,,,False,False,False
36,125.0,215.0,,,False,False,False
37,125.0,172.0,,,False,False,False
38,22.0,155.0,118.0,37.0,True,True,True
39,8.0,318.0,240.0,78.0,True,True,True
40,41.0,354.0,298.0,56.0,True,True,False
41,125.0,226.0,,,False,False,False
42,115.0,202.0,,,False,False,False
43,125.0,258.0,,,False,False,False
44,69.0,215.0,,,False,False,False
45,111.0,199.0,,,False,False,False
46,7.0,187.0,135.0,52.0,True,True,True
47,125.0,181.0,,,False,False,False
48,55.0,234.0,161.0,73.0,True,True,False
49,125.0,336.0,,,False,False,False
50,11.0,158.0,122.0,36.0,True,True,True
51,78.0,196.0,,,False,False,False
52,120.0,158.0,,,False,False,False
53,87.0,195.0,,,False,False,False
54,87.0,137.0,,,False,False,False
55,55.0,258.0,201.0,57.0,True,True,False
56,93.0,255.0,,,False,False,False
57,88.0,246.0,,,False,False,False
58,40.0,159.0,113.0,46.0,True,True,False
59,49.0,198.0,142.0,56.0,True,True,False
60,125.0,237.0,,,False,False,False
61,125.0,203.0,,,False,False,False
62,58.0,282.0,217.0,65.0,True,True,False
63,117.0,254.0,,,False,False,False
64,28.0,299.0,234.0,65.0,True,True,True
65,115.0,194.0,,,False,False,False
66,87.0,209.0,,,False,False,False
67,92.0,278.0,,,False,False,False
68,103.0,291.0,,,False,False,False
69,100.0,205.0,,,False,False,False
70,63.0,147.0,,,False,False,False
71,35.0,402.0,327.0,75.0,True,True,False
72,45.0,277.0,218.0,59.0,True,True,False
73,99.0,208.0,,,False,False,False
74,117.0,185.0,,,False,False,False
75,45.0,236.0,183.0,53.0,True,True,False
76,27.0,207.0,165.0,42.0,True,True,True
77,86.0,467.0,,,False,False,False
78,20.0,299.0,243.0,56.0,True,True,True
79,18.0,188.0,141.0,47.0,True,True,True
80,125.0,210.0,,,False,False,False
81,15.0,170.0,127.0,43.0,True,True,True
82,6.0,200.0,155.0,45.0,True,True,True
83,125.0,293.0,,,False,False,False
84,104.0,180.0,,,False,False,False
85,56.0,174.0,,,False,False,False
86,25.0,199.0,126.0,73.0,True,True,True
87,68.0,286.0,,,False,False,False
88,125.0,166.0,,,False,False,False
89,41.0,161.0,119.0,42.0,True,True,False
90,51.0,257.0,198.0,59.0,True,True,False
91,81.0,137.0,,,False,False,False
92,14.0,280.0,233.0,47.0,True,True,True
93,67.0,225.0,,,False,False,False
94,10.0,343.0,290.0,53.0,True,True,True
95,125.0,338.0,,,False,False,False
96,113.0,471.0,,,False,False,False
97,123.0,218.0,,,False,False,False
98,17.0,199.0,140.0,59.0,True,True,True
99,8.0,297.0,244.0,53.0,True,True,True
100,28.0,275.0,223.0,52.0,True,True,True
1,22.0,252.0,188.0,64.0,True,True,True
2,39.0,192.0,148.0,44.0,True,True,False
3,107.0,248.0,,,False,False,False
4,75.0,283.0,,,False,False,False
5,125.0,176.0,,,False,False,False
6,78.0,224.0,,,False,False,False
7,94.0,148.0,,,False,False,False
8,14.0,262.0,197.0,65.0,True,True,True
9,99.0,383.0,,,False,False,False
10,125.0,148.0,,,False,False,False
11,125.0,207.0,,,False,False,False
12,7.0,277.0,212.0,65.0,True,True,True
13,71.0,298.0,,,False,False,False
14,105.0,207.0,,,False,False,False
15,12.0,180.0,136.0,44.0,True,True,True
16,125.0,365.0,,,False,False,False
17,125.0,459.0,,,False,False,False
18,104.0,351.0,,,False,False,False
19,125.0,149.0,,,False,False,False
20,82.0,197.0,,,False,False,False
21,91.0,293.0,,,False,False,False
22,11.0,169.0,128.0,41.0,True,True,True
23,26.0,188.0,141.0,47.0,True,True,True
24,125.0,299.0,,,False,False,False
25,39.0,525.0,441.0,84.0,True,True,False
26,92.0,182.0,,,False,False,False
27,76.0,220.0,,,False,False,False
28,124.0,144.0,,,False,False,False
29,64.0,280.0,,,False,False,False
30,118.0,347.0,,,False,False,False
31,6.0,140.0,111.0,29.0,True,True,True
32,22.0,282.0,222.0,60.0,True,True,True
33,125.0,232.0,,,False,False,False
34,125.0,486.0,,,False,False,False
35,36.0,314.0,240.0,74.0,True,True,False
36,73.0,232.0,,,False,False,False
37,89.0,434.0,,,False,False,False
38,11.0,136.0,100.0,36.0,True,True,True
39,125.0,339.0,,,False,False,False
40,10.0,276.0,223.0,53.0,True,True,True
41,97.0,511.0,,,False,False,False
42,30.0,230.0,149.0,81.0,True,True,True
43,42.0,162.0,,,False,False,False
44,60.0,466.0,386.0,80.0,True,True,False
45,85.0,163.0,,,False,False,False
46,125.0,162.0,,,False,False,False
47,34.0,258.0,186.0,72.0,True,True,False
48,45.0,259.0,200.0,59.0,True,True,False
49,24.0,297.0,233.0,64.0,True,True,True
50,86.0,292.0,,,False,False,False
51,119.0,256.0,,,False,False,False
52,125.0,183.0,,,False,False,False
53,125.0,192.0,,,False,False,False
54,125.0,206.0,,,False,False,False
55,125.0,228.0,,,False,False,False
56,67.0,247.0,,,False,False,False
57,97.0,218.0,,,False,False,False
58,8.0,193.0,135.0,58.0,True,True,True
59,125.0,162.0,,,False,False,False
60,125.0,260.0,,,False,False,False
61,51.0,447.0,355.0,92.0,True,True,False
62,33.0,273.0,223.0,50.0,True,True,False
63,125.0,283.0,,,False,False,False
64,46.0,297.0,230.0,67.0,True,True,False
65,12.0,198.0,148.0,50.0,True,True,True
66,125.0,222.0,,,False,False,False
67,46.0,196.0,110.0,86.0,True,True,False
68,46.0,287.0,206.0,81.0,True,True,False
69,12.0,174.0,138.0,36.0,True,True,True
70,33.0,223.0,167.0,56.0,True,True,False
71,15.0,307.0,247.0,60.0,True,True,True
72,125.0,243.0,,,False,False,False
73,23.0,172.0,120.0,52.0,True,True,True
74,89.0,312.0,,,False,False,False
75,124.0,327.0,,,False,False,False
76,125.0,173.0,,,False,False,False
77,25.0,133.0,97.0,36.0,True,True,True
78,74.0,180.0,,,False,False,False
79,78.0,262.0,,,False,False,False
80,114.0,226.0,,,False,False,False
81,96.0,156.0,,,False,False,False
82,10.0,156.0,112.0,44.0,True,True,True
83,125.0,399.0,,,False,False,False
84,125.0,213.0,,,False,False,False
85,115.0,289.0,,,False,False,False
86,70.0,324.0,239.0,85.0,True,True,False
87,94.0,261.0,,,False,False,False
88,56.0,196.0,,,False,False,False
89,86.0,371.0,,,False,False,False
90,96.0,214.0,,,False,False,False
91,50.0,194.0,143.0,51.0,True,True,False
92,73.0,189.0,,,False,False,False
93,125.0,325.0,,,False,False,False
94,125.0,230.0,,,False,False,False
95,125.0,235.0,,,False,False,False
96,71.0,194.0,,,False,False,False
97,105.0,156.0,,,False,False,False
98,113.0,195.0,,,False,False,False
99,37.0,274.0,227.0,47.0,True,True,False
100,7.0,203.0,152.0,51.0,True,True,True
101,13.0,179.0,113.0,66.0,True,True,True
102,22.0,465.0,403.0,62.0,True,True,True
103,9.0,154.0,120.0,34.0,True,True,True
104,120.0,185.0,,,False,False,False
105,100.0,451.0,,,False,False,False
106,107.0,255.0,129.0,126.0,True,True,False
107,41.0,162.0,116.0,46.0,True,True,False
108,125.0,270.0,,,False,False,False
109,125.0,191.0,,,False,False,False
110,59.0,407.0,344.0,63.0,True,True,False
111,18.0,360.0,297.0,63.0,True,True,True
112,66.0,154.0,,,False,False,False
113,13.0,145.0,108.0,37.0,True,True,True
114,14.0,232.0,183.0,49.0,True,True,True
115,125.0,207.0,,,False,False,False
116,13.0,174.0,126.0,48.0,True,True,True
117,75.0,172.0,,,False,False,False
118,8.0,186.0,147.0,39.0,True,True,True
119,109.0,337.0,,,False,False,False
120,125.0,295.0,,,False,False,False
121,41.0,235.0,171.0,64.0,True,True,False
122,125.0,242.0,,,False,False,False
123,23.0,259.0,210.0,49.0,True,True,True
124,86.0,316.0,230.0,86.0,True,True,False
125,125.0,146.0,,,False,False,False
126,15.0,235.0,183.0,52.0,True,True,True
127,125.0,223.0,,,False,False,False
128,125.0,264.0,,,False,False,False
129,120.0,435.0,,,False,False,False
130,125.0,232.0,,,False,False,False
131,101.0,294.0,,,False,False,False
132,116.0,231.0,,,False,False,False
133,125.0,199.0,,,False,False,False
134,36.0,302.0,253.0,49.0,True,True,False
135,7.0,442.0,373.0,69.0,True,True,True
136,122.0,178.0,,,False,False,False
137,125.0,416.0,,,False,False,False
138,88.0,327.0,,,False,False,False
139,125.0,213.0,,,False,False,False
140,125.0,285.0,,,False,False,False
141,125.0,144.0,,,False,False,False
142,108.0,177.0,,,False,False,False
143,53.0,380.0,321.0,59.0,True,True,False
144,125.0,159.0,,,False,False,False
145,59.0,161.0,,,False,False,False
146,100.0,184.0,,,False,False,False
147,56.0,172.0,,,False,False,False
148,125.0,251.0,,,False,False,False
149,76.0,396.0,,,False,False,False
150,57.0,259.0,185.0,74.0,True,True,False
151,31.0,316.0,254.0,62.0,True,True,False
152,88.0,283.0,,,False,False,False
153,125.0,255.0,,,False,False,False
154,34.0,156.0,105.0,51.0,True,True,False
155,7.0,168.0,132.0,36.0,True,True,True
156,125.0,153.0,,,False,False,False
157,125.0,263.0,,,False,False,False
158,6.0,177.0,131.0,46.0,True,True,True
159,22.0,182.0,113.0,69.0,True,True,True
160,83.0,205.0,,,False,False,False
161,82.0,339.0,,,False,False,False
162,84.0,183.0,,,False,False,False
163,95.0,217.0,,,False,False,False
164,125.0,154.0,,,False,False,False
165,111.0,289.0,,,False,False,False
166,72.0,135.0,,,False,False,False
167,109.0,208.0,,,False,False,False
168,87.0,161.0,,,False,False,False
169,125.0,159.0,,,False,False,False
170,125.0,173.0,,,False,False,False
171,125.0,480.0,,,False,False,False
172,12.0,144.0,100.0,44.0,True,True,True
173,8.0,159.0,120.0,39.0,True,True,True
174,10.0,145.0,116.0,29.0,True,True,True
175,123.0,239.0,,,False,False,False
176,103.0,288.0,,,False,False,False
177,12.0,158.0,132.0,26.0,True,True,True
178,106.0,385.0,,,False,False,False
179,12.0,274.0,220.0,54.0,True,True,True
180,32.0,399.0,151.0,248.0,True,True,False
181,37.0,236.0,155.0,81.0,True,True,False
182,116.0,214.0,,,False,False,False
183,15.0,140.0,96.0,44.0,True,True,True
184,10.0,164.0,122.0,42.0,True,True,True
185,46.0,249.0,200.0,49.0,True,True,False
186,125.0,172.0,,,False,False,False
187,24.0,145.0,109.0,36.0,True,True,True
188,125.0,282.0,,,False,False,False
189,56.0,163.0,,,False,False,False
190,43.0,243.0,199.0,44.0,True,True,False
191,125.0,196.0,,,False,False,False
192,71.0,274.0,,,False,False,False
193,104.0,367.0,,,False,False,False
194,15.0,229.0,178.0,51.0,True,True,True
195,125.0,311.0,,,False,False,False
196,89.0,159.0,,,False,False,False
197,36.0,232.0,179.0,53.0,True,True,False
198,11.0,126.0,98.0,28.0,True,True,True
199,92.0,269.0,171.0,98.0,True,True,False
200,96.0,211.0,,,False,False,False
201,59.0,198.0,,,False,False,False
202,13.0,235.0,161.0,74.0,True,True,True
203,125.0,212.0,,,False,False,False
204,125.0,144.0,,,False,False,False
205,125.0,220.0,,,False,False,False
206,109.0,400.0,166.0,234.0,True,True,False
207,116.0,295.0,,,False,False,False
208,91.0,271.0,,,False,False,False
209,11.0,182.0,123.0,59.0,True,True,True
210,88.0,223.0,,,False,False,False
211,108.0,314.0,,,False,False,False
212,76.0,337.0,,,False,False,False
213,14.0,302.0,243.0,59.0,True,True,True
214,89.0,191.0,,,False,False,False
215,125.0,197.0,,,False,False,False
216,17.0,281.0,227.0,54.0,True,True,True
217,66.0,207.0,108.0,99.0,True,True,False
218,125.0,188.0,,,False,False,False
219,41.0,151.0,95.0,56.0,True,True,False
220,125.0,190.0,,,False,False,False
221,73.0,249.0,,,False,False,False
222,39.0,217.0,168.0,49.0,True,True,False
223,58.0,363.0,297.0,66.0,True,True,False
224,14.0,166.0,128.0,38.0,True,True,True
225,125.0,164.0,,,False,False,False
